Step,Max,Min,Average
50000.0,739.6819469334082,12.291231873973944,584.8586608136128
100000.0,704.9895197736168,7.158937164842392,608.8396964875658
150000.0,710.4302308750313,249.8929613736016,627.0260615347472
200000.0,736.7261000995242,162.76555478286235,595.583450896061
250000.0,705.347229444457,1.9115891885674725,423.3415595997359
300000.0,701.2514914799302,18.35133125273956,623.6883129559617
350000.0,723.7147660003232,1.455162676964338,550.9569741054402
400000.0,723.1779936498438,643.1106957166644,695.7319937289778
450000.0,744.2085509662226,687.0199793906012,712.3618786943373
500000.0,731.3173344008144,327.5505356134024,654.4056506499344
550000.0,735.3796980681124,2.061866468219427,627.8550175775366
600000.0,730.6629747140884,576.8902708166739,684.075306301035
650000.0,723.6805147268764,511.6915472140304,679.9906685456384
700000.0,721.4300212943687,3.448715442254424,616.317942426482
750000.0,735.0793886826041,5.6619276280419015,496.5762521241797
800000.0,724.0198580806191,7.210450883671886,588.2301809502558
850000.0,716.8826290741762,14.722046456210627,480.359619983306
900000.0,715.0276334242275,624.5989903032702,684.0511226550759
950000.0,719.1974216426657,0.8666655970208115,538.4625385402761
1000000.0,726.8630333221312,5.0869616194876,638.7054394671129
